Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size Group,Calculated GPA,Level
201305,ISYE 8901,CAT,50661,"Tovey,Craig A",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ISYE 8901,EL,50873,"Lee,Eva K",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ISYE 9000,AE,51373,"Erera,Alan L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,AJK,50623,"Kleywegt,Anton J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,AN,54249,"Nemirovski,Arkadi S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,DG,50634,"Goldsman,David",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,HA,50641,"Ayhan,Hayriye",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,JHV,50645,"Vande Vate,John",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,JJB,50644,"Bartholdi III,John J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,JS,51090,"Sokol,Joel S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,SHK,53712,"Kim,Seong-Hee",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ISYE 9000,SR,50656,"Reveliotis,Spiridon A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,JAPN 1001,U,55019,"Kikuchi,Masato",50%,50%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.50,Undergraduate
201305,JAPN 1002,UU,55028,"Kikuchi,Masato",50%,50%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.50,Undergraduate
201305,LCC 2661,A,51786,"Foulger,Melissa Beth",,,,,,,,50%,,,50%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,LCC 4699,CD,55757,"DiSalvo,Carl F",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,LCC 7999,A,53817,"Bogost,Ian S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,LCC 8999,BM,55912,"Mazalek,Alexandra",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 4080,YI,53479,"Yi,Yingfei",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MATH 8900,TET,50592,"Tetali,Prasad",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,ZHO,52081,"Zhou,Haomin",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 9000,LLA,52343,"De La Llave,Rafael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,MAR,55183,"Margalit,Dan",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 2698,SUL,54867,"Sulchek,Todd A",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 2699,SUL,55332,"Sulchek,Todd A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,FED,53114,"Fedorov,Andrei G",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,UED,54429,"Ueda,Jun",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 7000,BRA,50056,"Bras,Berdinus A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,CH,53769,"Choi,Seung-Kyum",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,COL,50058,"Colton,Jonathan S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,GA1,51928,"Garimella,Srinivas",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,GHI,50061,"Ghiaasiaan,Seyed M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,HES,50928,"Hesketh,Peter J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,SIT,50082,"Sitaraman,Suresh K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,WHI,54504,"Whiteman,Wayne E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 8913,BRA,56681,"Bras,Berdinus A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8998,HES,55393,"Hesketh,Peter J",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ACH,54866,"Choi,Seung-Kyum",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ANT,54728,"Antoniou,Antonia",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,BCO,54238,"Cola,Baratunde Aole",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,BRA,50096,"Bras,Berdinus A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,CUN,50099,"Cunefare,Kenneth A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,DIX,54693,"Dixon,James Brandon",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ERT,55148,"Erturk,Alper",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,FER,50101,"Ferri,Aldo A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,GAL,52621,"Gall,Kenneth A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,GEN,55152,"Genzale,Caroline Lynn",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,GL,52658,"Gleason Jr.,Rudolph Lawson",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,GRE,50105,"Green,Itzhak",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,HAR,50107,"Harris,Tequila A. L.",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,HEN,56589,"Henry,Asegun Sekou",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,JAC,54721,"Jacobs,Laurence J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,KU,50109,"Ku,David N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,LIA,50111,"Liang,Steven Y",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,NEI,50115,"Neitzel,G Paul",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,RJI,55320,"Jiao,Jianxin",,,,,,,,50%,50%,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ROS,50119,"Rosen,David W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,TIN,54862,"Ting,Lena H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,XIA,55918,"Xia,Shuman",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ZH,52660,"Zhu,Ting",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ZHU,50133,"Zhu,Cheng",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 8903,TS0,54337,"Bond,Samuel Devere",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TS6,52655,"Gaimon,Cheryl",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MP 7000,ELD,55802,"Elder,Eric Scott",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MP 8104,B,53976,"Price,Caleb I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MP 9000,ZHU,54859,"Zhu,Lei",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 2699,SSJ,54723,"Jang,Seung Soon",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MSE 4699,GY,53738,"Yushin,Gleb",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MSE 4699,KG,52764,"Gall,Kenneth A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MSE 8903,JR,56586,"Ready,William Judson",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MSE 9000,CM,56030,"Muhlstein,Christopher Lado",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,DY,55756,"Yao,Donggang",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,FA,51602,"Alamgir,Faisal M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,HPW,55834,"Wang,Hsu-Pin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,JKC,50523,"Cochran Jr,Joe K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,RAG,50530,"Gerhardt,Rosario A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,RFS,50532,"Speyer,Robert F",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,SKD,56416,"Dwivedi,Sunil Kumar",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,SRK,56774,"Kalidindi,Surya Raju",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 9000,THS,50536,"Sanders,Thomas H B",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MUSI 4103,A,52779,"Moore,Christopher J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,NRE 7000,DEO,52479,"Deo,Chaitanya Suresh",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 7000,ERI,56565,"Erickson,Anna S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 7000,PET,53814,"Petrovic,Bojan",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 7000,RAH,50160,"Rahnema,Farzad",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 8903,WAN,56762,"Wang,C K Chris",,,,,,100%,,,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 9000,ABD,50162,"Abdel-Khalik,Said I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 9000,DEO,52478,"Deo,Chaitanya Suresh",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,NRE 9000,HER,50164,"Hertel,Nolan E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 4699,GLD,52842,"Goldman,Daniel I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,PHYS 4699,HK,55216,"Kim,Harold Delasaux",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,PHYS 8901,CUR,52849,"Curtis,Jennifer Erin",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,EC,50899,"Conrad,Edward H",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,ER,51966,"Riedo,Elisa",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,GLD,52850,"Goldman,Daniel I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,JGU,50033,"Gumbart,James C",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,MSC,50032,"Chapman,Michael S",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,RG,51045,"Grigoriev,Roman O",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 8901,TB,56540,"Bogdanovic,Tamara",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,PHYS 9000,DD,53760,"Davidovic,Dragomir",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,EC,50017,"Conrad,Edward H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,GLD,52854,"Goldman,Daniel I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,IT,54040,"Taboada,Ignacio F",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,JG,50022,"Gole,James L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,JW,55743,"Wise,John H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,PG,50030,"Goldbart,Paul Mark",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,PL,54042,"Laguna,Pablo",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,SDM,50025,"Sa De Melo,Carlos A.R.",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PHYS 9000,ST,55268,"Tan,Shina",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PSYC 2699,CH,56769,"Hertzog,Christopher K",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,PSYC 4699,CH,51965,"Hertzog,Christopher K",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,PSYC 4699,FD,54705,"Durso,Francis T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,PSYC 9000,PA,50388,"Ackerman,Phillip L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PTFE 9000,DB,52326,"Bucknall,David G",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PTFE 9000,DY,52329,"Yao,Donggang",,,,,,,,50%,,,50%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PTFE 9000,KJ,51267,"Jacob,Karl I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PTFE 9000,MS,51272,"Srinivasarao,Mohan",,,,,,,,50%,,,50%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PTFE 9000,SHO,52583,"Shofner,Meisha Lei",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PTFE 9000,SK,51269,"Kumar,Satish",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PUBP 8998,MF,50947,"Fox,Mary Frank",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,PUBP 9000,GK,50863,"Kingsley,Gordon A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,AE 2699,LIE,55302,"Lieuwen,Timothy Charles",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,AE 3310,R,56456,"Sankar,Lakshmi N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,AE 4699,SCA,54914,"Scarborough,David",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,AE 4701,R,56469,"Sankar,Lakshmi N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,AE 8900,SCH,50373,"Schrage,Daniel P",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,AE 9000,CLA,52625,"Clarke,John-Paul B",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,AE 9000,HAD,50318,"Haddad,Wassim M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,AE 9000,PRI,50328,"Pritchett,Amy R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,AE 9000,RIM,55269,"Rimoli,Julian Jose",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,AE 9000,YEU,50345,"Yeung,Pui-Kuen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,APPH 9000,YC,53182,"Chang,Young-Hui",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ARBC 3691,REG,55429,"Elbousty,Moulay Youness",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Undergraduate
201305,ARBC 3692,REG,55430,"Elbousty,Moulay Youness",33%,67%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Undergraduate
201305,BC 4680,A,51033,"Morris,Brenda R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,BC 8843,EK,56109,"Parvaresh Karan,Ebrahim",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,BIOL 4699,STR,52240,"Streelman,Jeffrey Todd",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,BIOL 8998,HAY,50466,"Hay,Mark",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BIOL 8998,MCD,52249,"McDonald,John F",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BIOL 9000,CHE,50471,"Chernoff,Yury O",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BIOL 9000,HAY,50474,"Hay,Mark",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BIOL 9000,LOB,51731,"Lobachev,Kirill S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BIOL 9000,STR,52253,"Streelman,Jeffrey Todd",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BIOL 9000,YI,52254,"Yi,Soojin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 2698,IGM,56730,"Barker,Thomas Harrison",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,BMED 4698,BEL,52504,"Bellamkonda,Ravi Venkat",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,BMED 6787,A,56390,"Bhatti,Pamela T",67%,,,,,,,,,,33%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,BMED 9000,CKE,53971,"Kemp,Charles C",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 9000,EVO,52275,"Voit,Eberhard O",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 9000,LIU,53788,"Liu,Robert C",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 9000,MPR,50437,"Prausnitz,Mark R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 9000,SNI,51382,"Nie,Shuming",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 9000,SPO,51177,"Potter,Steven M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,BMED 9000,XHU,51390,"Hu,Xiaoping",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 4698,JTS,51861,"Tsai,Yi-Chang James",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,CEE 4699,JTS,51801,"Tsai,Yi-Chang James",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,CEE 7000,BRG,50244,"Bergin,Michael H",,,,,,,100%,,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 7000,BUR,52128,"Burns,Susan Elizabeth",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,ARA,50246,"Aral,Mustafa M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,ARS,56607,"Arson,Chloe Fanny",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,ASI,52150,"Asimaki,Domniki",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,FRO,50249,"Frost,James David",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,HNG,53538,"Huang,Haiying",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,HUN,51513,"Hunter,Michael P",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,KAH,50255,"Kahn,Lawrence F",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,WAN,53553,"Wang,Yang",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CEE 9000,YAV,52151,"Yavari,Arash",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CETL 4001,A,53565,"Evans,Gustavia",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,CETL 8715,A,55903,"Jordan,Esther Skelley",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 4210,A,52575,"Breedveld,Laurens Victor Adriaan",67%,,33%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Undergraduate
201305,CHBE 4699,ER,54722,"Reichmanis,Elsa",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,CHBE 4699,MRP,52206,"Prausnitz,Mark R",67%,,,,,,,,,,33%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,CHBE 9000,APY,50618,"Yoganathan,Ajit",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,CLH,50620,"Henderson,Clifford L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,MJR,50613,"Realff,Matthew J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,RC,52385,"Chen,Ruizhen Rachel",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,RWR,50614,"Rousseau,Ronald W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,SN,51996,"Nair,Sankar",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,VB,51311,"Breedveld,Laurens Victor Adriaan",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHBE 9000,YK,54321,"Kawajiri,Yoshiaki",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 8998,BRO,53842,"Brown,Kenneth Ray",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 9000,BON,54448,"Bongiorno,Angelo",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 9000,JAN,50347,"Janata,Jiri",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 9000,JON,53781,"Jones,Christopher W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 9000,KEL,50919,"Kelly,Wendy L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 9000,SAD,55172,"Sadighi,Joseph P",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CHEM 9000,ZHA,50362,"Zhang,Z John",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,COA 2241,RO1,55045,"Pritchard,Shannon N",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Undergraduate
201305,CS 1331,GR,54732,"Simpkins,Christopher L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,CS 4590,GR,56692,"Coleman,Maribeth Gandy",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Undergraduate
201305,CS 8997,GTA,50579,"Isbell Jr,Charles Lee",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 8999,S02,55204,"Schwans,Karsten",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,A04,50204,"Ammar,Mostafa H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,B14,56097,"Balcan,Maria-Florina",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,D04,51548,"Dellaert,Frank",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,F07,54755,"Feamster,Nicholas G",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,G02,50208,"Goel,Ashok K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,P12,55720,"Peikert,Christopher Jason",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,R02,50219,"Ramachandran,Umakishore",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,CS 9000,S16,54823,"Stilman,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
