Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size,Calculated GPA,Level
201402,CS 1301,A8,30602,"Summet,Jay W",31%,38%,15%,15%,,,,,,,,100%,Small (10-20 students),2.85,Undergraduate
201402,CS 1301,A4,22762,"Summet,Jay W",28%,50%,17%,6%,,,,,,,,100%,Small (10-20 students),3.00,Undergraduate
201402,CS 1301,A3,22761,"Summet,Jay W",40%,45%,10%,,5%,,,,,,,100%,Small (10-20 students),3.15,Undergraduate
201402,CS 1301,A7,30263,"Summet,Jay W",24%,38%,14%,10%,5%,,,,,,10%,100%,Mid-size (21-30 students),2.74,Undergraduate
201402,CS 1301,A2,22760,"Summet,Jay W",26%,26%,22%,13%,4%,,,,,,9%,100%,Mid-size (21-30 students),2.62,Undergraduate
201402,CS 1301,A5,27360,"Summet,Jay W",22%,43%,30%,4%,,,,,,,,100%,Mid-size (21-30 students),2.83,Undergraduate
201402,CS 1301,A6,27587,"Summet,Jay W",29%,42%,8%,17%,,,,,,,4%,100%,Mid-size (21-30 students),2.87,Undergraduate
201402,CS 1301,A1,22759,"Summet,Jay W",24%,48%,16%,4%,8%,,,,,,,100%,Mid-size (21-30 students),2.76,Undergraduate
201402,CS 1301,B1,24259,"Summet,Jay W",48%,24%,12%,8%,,,,,,,8%,100%,Mid-size (21-30 students),3.22,Undergraduate
201402,CS 1301,B2,25097,"Summet,Jay W",24%,40%,32%,,4%,,,,,,,100%,Mid-size (21-30 students),2.80,Undergraduate
201402,CS 1301,B3,26856,"Summet,Jay W",20%,36%,32%,12%,,,,,,,,100%,Mid-size (21-30 students),2.64,Undergraduate
201402,CS 1301,B4,26857,"Summet,Jay W",36%,40%,12%,12%,,,,,,,,100%,Mid-size (21-30 students),3.00,Undergraduate
201402,CS 1301,B5,27361,"Summet,Jay W",24%,28%,36%,4%,4%,,,,,,4%,100%,Mid-size (21-30 students),2.67,Undergraduate
201402,CS 1301,B6,27474,"Summet,Jay W",36%,44%,12%,,4%,,,,,,4%,100%,Mid-size (21-30 students),3.13,Undergraduate
201402,CS 1301,B7,30264,"Summet,Jay W",28%,52%,16%,,4%,,,,,,,100%,Mid-size (21-30 students),3.00,Undergraduate
201402,CS 1301,B8,30603,"Summet,Jay W",20%,24%,32%,8%,8%,4%,,,,,4%,100%,Mid-size (21-30 students),2.43,Undergraduate
201402,CS 1315,GR,24082,"Guzdial,Mark",,,,,,,,50%,50%,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 1315,B2,21634,"Leahy,William",43%,14%,14%,29%,,,,,,,,100%,Very Small (Fewer than 10 students),2.71,Undergraduate
201402,CS 1315,A2,21630,"Guzdial,Mark",67%,25%,4%,4%,,,,,,,,100%,Mid-size (21-30 students),3.54,Undergraduate
201402,CS 1315,B1,21633,"Leahy,William",62%,14%,3%,7%,7%,,,,,,7%,100%,Mid-size (21-30 students),3.26,Undergraduate
201402,CS 1315,A3,21631,"Guzdial,Mark",63%,26%,9%,3%,,,,,,,,100%,Large (31-49 students),3.49,Undergraduate
201402,CS 1315,A1,21503,"Guzdial,Mark",74%,16%,5%,2%,,,,,,,2%,100%,Large (31-49 students),3.67,Undergraduate
201402,CS 1315,B3,21635,"Leahy,William",56%,33%,7%,2%,,,,,,,2%,100%,Large (31-49 students),3.45,Undergraduate
201402,CS 1315,A4,21632,"Guzdial,Mark",47%,31%,16%,7%,,,,,,,,100%,Large (31-49 students),3.18,Undergraduate
201402,CS 1315,B4,21636,"Leahy,William",67%,24%,4%,,2%,,,,,,2%,100%,Large (31-49 students),3.58,Undergraduate
201402,CS 1331,GR,23203,"Stasko,John T",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 1331,B4,28823,"Simpkins,Christopher L",,57%,14%,,,,,,,,29%,100%,Very Small (Fewer than 10 students),2.80,Undergraduate
201402,CS 1331,C4,29550,"Simpkins,Christopher L",17%,42%,,17%,8%,,,,,,17%,100%,Small (10-20 students),2.50,Undergraduate
201402,CS 1331,A4,29103,"Stasko,John T",13%,30%,30%,15%,8%,,,,,,5%,100%,Large (31-49 students),2.26,Undergraduate
201402,CS 1331,A3,22766,"Stasko,John T",21%,28%,26%,9%,4%,,,,,,13%,100%,Large (31-49 students),2.61,Undergraduate
201402,CS 1331,B3,26032,"Simpkins,Christopher L",39%,20%,16%,12%,4%,,,,,,8%,100%,Large (31-49 students),2.84,Undergraduate
201402,CS 1331,C1,29547,"Simpkins,Christopher L",39%,29%,14%,4%,4%,,,,,,10%,100%,Large (31-49 students),3.05,Undergraduate
201402,CS 1331,C3,29549,"Simpkins,Christopher L",27%,24%,24%,4%,6%,,,,,,14%,100%,Large (31-49 students),2.71,Undergraduate
201402,CS 1331,A2,22765,"Stasko,John T",18%,34%,24%,6%,6%,,,,,,12%,100%,Very Large (50 students or more),2.59,Undergraduate
201402,CS 1331,B1,22938,"Simpkins,Christopher L",32%,26%,26%,2%,,,,,,,14%,100%,Very Large (50 students or more),3.02,Undergraduate
201402,CS 1331,B2,23259,"Simpkins,Christopher L",40%,22%,20%,2%,8%,,,,,,8%,100%,Very Large (50 students or more),2.91,Undergraduate
201402,CS 1331,C2,29548,"Simpkins,Christopher L",36%,38%,16%,2%,,,,,,,8%,100%,Very Large (50 students or more),3.17,Undergraduate
201402,CS 1331,A1,22764,"Stasko,John T",27%,43%,14%,6%,4%,,,,,,6%,100%,Very Large (50 students or more),2.90,Undergraduate
201402,CS 1332,GR,24074,"Sweat,Monica",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 1332,A6,30265,"Sweat,Monica",30%,28%,15%,3%,10%,,,,,,15%,100%,Large (31-49 students),2.76,Undergraduate
201402,CS 1332,A2,22750,"Sweat,Monica",24%,33%,17%,10%,5%,,,,,,12%,100%,Large (31-49 students),2.70,Undergraduate
201402,CS 1332,A4,26506,"Sweat,Monica",37%,35%,20%,2%,2%,,,,,,4%,100%,Large (31-49 students),3.07,Undergraduate
201402,CS 1332,A3,25098,"Sweat,Monica",40%,33%,10%,4%,6%,,,,,,6%,100%,Large (31-49 students),3.02,Undergraduate
201402,CS 1332,A5,28681,"Sweat,Monica",26%,34%,20%,6%,6%,,,,,,8%,100%,Very Large (50 students or more),2.74,Undergraduate
201402,CS 1332,A1,22749,"Sweat,Monica",24%,31%,22%,,8%,,,,,,16%,100%,Very Large (50 students or more),2.74,Undergraduate
201402,CS 1371,GR,23004,"Smith,David M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 1371,D05,21676,"Omojokun,Olufisayo A",32%,21%,26%,11%,,,,,,,11%,100%,Small (10-20 students),2.82,Undergraduate
201402,CS 1371,D02,21673,"Omojokun,Olufisayo A",22%,19%,19%,19%,19%,,,,,,4%,100%,Mid-size (21-30 students),2.08,Undergraduate
201402,CS 1371,D03,21674,"Omojokun,Olufisayo A",14%,38%,21%,,21%,,,,,,7%,100%,Mid-size (21-30 students),2.26,Undergraduate
201402,CS 1371,D01,21672,"Omojokun,Olufisayo A",26%,30%,26%,2%,9%,,,,,,9%,100%,Large (31-49 students),2.67,Undergraduate
201402,CS 1371,B03,21669,"Smith,David M",48%,25%,13%,6%,4%,,,,,,4%,100%,Large (31-49 students),3.11,Undergraduate
201402,CS 1371,D04,21675,"Omojokun,Olufisayo A",31%,25%,17%,6%,10%,2%,,,,,8%,100%,Large (31-49 students),2.67,Undergraduate
201402,CS 1371,A02,21643,"Smith,David M",61%,18%,6%,2%,8%,,,,,,4%,100%,Large (31-49 students),3.28,Undergraduate
201402,CS 1371,A03,21646,"Smith,David M",67%,20%,8%,2%,,,,,,,2%,100%,Large (31-49 students),3.56,Undergraduate
201402,CS 1371,A05,21645,"Smith,David M",41%,27%,16%,8%,6%,,,,,,2%,100%,Large (31-49 students),2.90,Undergraduate
201402,CS 1371,B05,21671,"Smith,David M",39%,29%,16%,4%,8%,,,,,,4%,100%,Large (31-49 students),2.89,Undergraduate
201402,CS 1371,A01,21642,"Smith,David M",56%,16%,10%,8%,2%,,,,,,8%,100%,Very Large (50 students or more),3.26,Undergraduate
201402,CS 1371,A04,21644,"Smith,David M",66%,16%,8%,4%,2%,,,,,,4%,100%,Very Large (50 students or more),3.46,Undergraduate
201402,CS 1371,A06,22304,"Smith,David M",66%,16%,10%,6%,,,,,,,2%,100%,Very Large (50 students or more),3.45,Undergraduate
201402,CS 1371,B01,21667,"Smith,David M",58%,12%,8%,6%,12%,,,,,,4%,100%,Very Large (50 students or more),3.02,Undergraduate
201402,CS 1371,B02,21668,"Smith,David M",50%,24%,10%,4%,2%,,,,,,10%,100%,Very Large (50 students or more),3.29,Undergraduate
201402,CS 1371,B04,21670,"Smith,David M",50%,30%,10%,8%,2%,,,,,,,100%,Very Large (50 students or more),3.18,Undergraduate
201402,CS 1371,B06,22303,"Smith,David M",56%,22%,8%,2%,6%,,,,,,6%,100%,Very Large (50 students or more),3.28,Undergraduate
201402,CS 1371,C01,21637,"Omojokun,Olufisayo A",54%,18%,16%,2%,4%,,,,,,6%,100%,Very Large (50 students or more),3.23,Undergraduate
201402,CS 1371,C02,21638,"Omojokun,Olufisayo A",52%,22%,8%,,10%,,,,,,8%,100%,Very Large (50 students or more),3.15,Undergraduate
201402,CS 1371,C03,21639,"Omojokun,Olufisayo A",70%,14%,4%,4%,4%,,,,,,4%,100%,Very Large (50 students or more),3.48,Undergraduate
201402,CS 1371,C04,21640,"Omojokun,Olufisayo A",52%,18%,10%,2%,12%,2%,,,,,4%,100%,Very Large (50 students or more),3.02,Undergraduate
201402,CS 1371,C05,21641,"Omojokun,Olufisayo A",56%,18%,16%,4%,4%,,,,,,2%,100%,Very Large (50 students or more),3.20,Undergraduate
201402,CS 1801,B,30132,"Raczynski,Katharine A",77%,15%,4%,,4%,,,,,,,100%,Very Large (50 students or more),3.62,Undergraduate
201402,CS 1801,A,27253,"Raczynski,Katharine A",85%,7%,2%,2%,2%,,,,,,2%,100%,Very Large (50 students or more),3.76,Undergraduate
201402,CS 1803,POC,30536,"Stallworth,Cedric T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 2050,B3,30489,"Sweat,Monica",17%,23%,30%,7%,17%,,,,,,7%,100%,Mid-size (21-30 students),2.18,Undergraduate
201402,CS 2050,A2,26859,"Sweat,Monica",13%,32%,32%,9%,2%,,,,,,13%,100%,Large (31-49 students),2.51,Undergraduate
201402,CS 2050,B1,26860,"Sweat,Monica",27%,31%,27%,6%,6%,,,,,,4%,100%,Large (31-49 students),2.68,Undergraduate
201402,CS 2050,B2,26861,"Sweat,Monica",18%,43%,24%,12%,2%,,,,,,,100%,Large (31-49 students),2.63,Undergraduate
201402,CS 2050,A1,26858,"Sweat,Monica",24%,26%,32%,2%,2%,,,,,,14%,100%,Very Large (50 students or more),2.79,Undergraduate
201402,CS 2051,A,27756,"Randall,Dana",64%,22%,6%,,4%,,,,,,4%,100%,Very Large (50 students or more),3.48,Undergraduate
201402,CS 2110,GR,21969,"Leahy,William",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 2110,B5,30654,"Leahy,William",42%,42%,8%,,8%,,,,,,,100%,Small (10-20 students),3.08,Undergraduate
201402,CS 2110,X2,29418,"Conte,Thomas M.",53%,18%,29%,,,,,,,,,100%,Small (10-20 students),3.24,Undergraduate
201402,CS 2110,A5,30653,"Leahy,William",38%,24%,19%,10%,10%,,,,,,,100%,Mid-size (21-30 students),2.71,Undergraduate
201402,CS 2110,X1,29413,"Conte,Thomas M.",45%,50%,,,,5%,,,,,,100%,Mid-size (21-30 students),3.48,Undergraduate
201402,CS 2110,B2,21966,"Leahy,William",50%,21%,21%,,4%,,,,,,4%,100%,Mid-size (21-30 students),3.17,Undergraduate
201402,CS 2110,A1,25577,"Leahy,William",40%,16%,20%,,16%,,,,,,8%,100%,Mid-size (21-30 students),2.70,Undergraduate
201402,CS 2110,A3,24800,"Leahy,William",44%,32%,12%,,4%,,,,,,8%,100%,Mid-size (21-30 students),3.22,Undergraduate
201402,CS 2110,A4,29037,"Leahy,William",48%,16%,16%,16%,,,,,,,4%,100%,Mid-size (21-30 students),3.00,Undergraduate
201402,CS 2110,B1,21965,"Leahy,William",32%,28%,24%,4%,12%,,,,,,,100%,Mid-size (21-30 students),2.64,Undergraduate
201402,CS 2110,B3,26978,"Leahy,William",36%,32%,16%,12%,4%,,,,,,,100%,Mid-size (21-30 students),2.84,Undergraduate
201402,CS 2110,B4,29039,"Leahy,William",52%,28%,8%,,12%,,,,,,,100%,Mid-size (21-30 students),3.08,Undergraduate
201402,CS 2110,A2,25578,"Leahy,William",57%,21%,11%,4%,4%,,,,,,4%,100%,Mid-size (21-30 students),3.30,Undergraduate
201402,CS 2200,A,20187,"Kim,Hyesoon",37%,28%,16%,6%,2%,1%,,,,,11%,100%,Very Large (50 students or more),3.04,Undergraduate
201402,CS 2261,A,23260,"Leahy,William",47%,33%,3%,9%,7%,,,,,,2%,100%,Very Large (50 students or more),3.05,Undergraduate
201402,CS 2316,A4,26865,"Summet,Jay W",26%,37%,16%,5%,5%,,,,,,11%,100%,Large (31-49 students),2.82,Undergraduate
201402,CS 2316,A1,26862,"Summet,Jay W",32%,42%,12%,2%,2%,,,,,,10%,100%,Very Large (50 students or more),3.11,Undergraduate
201402,CS 2316,A2,26863,"Summet,Jay W",10%,44%,20%,14%,8%,,,,,,4%,100%,Very Large (50 students or more),2.35,Undergraduate
201402,CS 2316,A3,26864,"Summet,Jay W",46%,30%,10%,2%,4%,,,,,,8%,100%,Very Large (50 students or more),3.22,Undergraduate
201402,CS 2340,GR,26412,"Waters Jr,Robert L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 2340,A,20872,"Waters Jr,Robert L",83%,10%,4%,,1%,,,,,,1%,100%,Very Large (50 students or more),3.77,Undergraduate
201402,CS 2698,C11,28781,"Chau,Duen Horng",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 2699,D11,30894,"Dilkina,Bistra N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 2699,E03,30683,"Essa,Irfan A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 2699,K10,30449,"Kunda,Maithilee",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 2699,M06,26136,"MacIntyre,Blair",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 2699,S06,28815,"Starner,Thad E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 2803,WAD,30345,"Stallworth,Cedric T",86%,,7%,,7%,,,,,,,100%,Small (10-20 students),3.57,Undergraduate
201402,CS 2803,WDB,30344,"Stallworth,Cedric T",91%,9%,,,,,,,,,,100%,Mid-size (21-30 students),3.91,Undergraduate
201402,CS 3210,GR,30149,"Merritt,Alexander Marshall",,,,,,,,,,50%,50%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 3210,A,24824,"Merritt,Alexander Marshall",19%,43%,19%,2%,,,,5%,,,12%,100%,Large (31-49 students),2.94,Undergraduate
201402,CS 3220,A,27729,"Prvulovic,Milos",42%,31%,14%,8%,6%,,,,,,,100%,Large (31-49 students),2.94,Undergraduate
201402,CS 3251,A,20188,"Zegura,Ellen",36%,48%,9%,,3%,1%,,,,,2%,100%,Very Large (50 students or more),3.17,Undergraduate
201402,CS 3451,A,22925,"Turk,Gregory",31%,33%,17%,3%,4%,,,1%,1%,1%,9%,100%,Very Large (50 students or more),2.97,Undergraduate
201402,CS 3510,A,21972,"Peikert,Christopher Jason",15%,39%,24%,1%,1%,,,4%,,,16%,100%,Very Large (50 students or more),2.80,Undergraduate
201402,CS 3510,B,21971,"Balcan,Maria-Florina",44%,32%,15%,,,2%,,,,,7%,100%,Very Large (50 students or more),3.31,Undergraduate
201402,CS 3511,A,24829,"Furst,Merrick L",62%,12%,4%,12%,4%,,,,,,8%,100%,Mid-size (21-30 students),3.25,Undergraduate
201402,CS 3600,A,22246,"Riedl,Mark O",46%,23%,13%,7%,2%,,,1%,,,8%,100%,Very Large (50 students or more),3.14,Undergraduate
201402,CS 3630,A,22247,"Dellaert,Frank",58%,32%,8%,,,,,,,,2%,100%,Very Large (50 students or more),3.51,Undergraduate
201402,CS 3651,A,24799,"Gilliland,Scott M",67%,30%,,,3%,,,,,,,100%,Mid-size (21-30 students),3.57,Undergraduate
201402,CS 3750,B,22928,"Clarkson,Edward C",36%,36%,15%,3%,3%,,,5%,,,3%,100%,Large (31-49 students),3.08,Undergraduate
201402,CS 3750,A,22924,"Foley,James D",52%,38%,5%,,2%,,,,2%,,,100%,Large (31-49 students),3.41,Undergraduate
201402,CS 3790,A,30416,"Helms,Michael E",45%,35%,10%,2%,2%,,,2%,,,4%,100%,Very Large (50 students or more),3.27,Undergraduate
201402,CS 3801,JD1,29283,"Waters Jr,Robert L",78%,17%,,,,,,,,,4%,100%,Mid-size (21-30 students),3.82,Undergraduate
201402,CS 3802,JD2,29287,"Waters Jr,Robert L",98%,2%,,,,,,,,,,100%,Large (31-49 students),3.98,Undergraduate
201402,CS 4001,A,21612,"Apostolico,Alberto",56%,28%,5%,8%,,,,,,,3%,100%,Large (31-49 students),3.37,Undergraduate
201402,CS 4001,B,21613,"Sun,Jimeng",70%,25%,3%,,,,,,,,3%,100%,Large (31-49 students),3.69,Undergraduate
201402,CS 4001,C,21616,"Essa,Irfan A",51%,35%,7%,2%,2%,,,,,,2%,100%,Large (31-49 students),3.33,Undergraduate
201402,CS 4052,TM,28497,"Smith,Michael A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4210,A,29291,"Ramachandran,Umakishore",20%,30%,10%,,10%,,,,,,30%,100%,Small (10-20 students),2.71,Undergraduate
201402,CS 4235,A,23726,"Odom,Joel Van",39%,37%,18%,,2%,,,,,,5%,100%,Very Large (50 students or more),3.17,Undergraduate
201402,CS 4240,A,29293,"Pande,Santosh",37%,20%,17%,6%,3%,6%,,3%,,,9%,100%,Large (31-49 students),3.00,Undergraduate
201402,CS 4251,A,23727,"Ammar,Mostafa H",72%,6%,6%,,,,,6%,,,11%,100%,Small (10-20 students),3.80,Undergraduate
201402,CS 4261,A,27000,"Clark,Russell J",41%,53%,3%,,,,,,,,3%,100%,Large (31-49 students),3.39,Undergraduate
201402,CS 4270,A,29295,"Dovrolis,Konstantinos",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4290,B,27281,"Qureshi,Moinuddin K",,33%,,,33%,,,,,,33%,100%,Very Small (Fewer than 10 students),1.50,Undergraduate
201402,CS 4365,A,22991,"Pu,Calton",75%,,13%,,6%,,,,,,6%,100%,Small (10-20 students),3.47,Undergraduate
201402,CS 4400,X,28833,"Omiecinski,Edward R",37%,49%,7%,,,,,,,1%,6%,100%,Very Large (50 students or more),3.32,Undergraduate
201402,CS 4400,A,20189,"Sweat,Monica",54%,31%,11%,1%,1%,,,,,,1%,100%,Very Large (50 students or more),3.37,Undergraduate
201402,CS 4400,B,20792,"Navathe,Shamkant B",36%,37%,15%,1%,1%,1%,,,,1%,7%,100%,Very Large (50 students or more),3.16,Undergraduate
201402,CS 4400,C,21623,"Naik,Mayur Hiru",36%,49%,15%,,,,,,,,,100%,Very Large (50 students or more),3.21,Undergraduate
201402,CS 4440,A,29296,"Navathe,Shamkant B",78%,8%,3%,,,,,3%,,,8%,100%,Large (31-49 students),3.84,Undergraduate
201402,CS 4460,A,29800,"Basole,Rahul C",52%,38%,5%,,,,,,,,5%,100%,Very Large (50 students or more),3.49,Undergraduate
201402,CS 4464,A,29297,"Essa,Irfan A",48%,40%,8%,,,,,,,,4%,100%,Mid-size (21-30 students),3.42,Undergraduate
201402,CS 4472,A,25573,"Gilbert,Eric E",47%,26%,11%,11%,5%,,,,,,,100%,Small (10-20 students),3.00,Undergraduate
201402,CS 4496,A,23818,"Liu,Cheng-Yun Karen",44%,31%,9%,2%,2%,,,,,,11%,100%,Large (31-49 students),3.28,Undergraduate
201402,CS 4510,A,21973,"Boldyreva,Alexandra O",34%,46%,18%,2%,,,,,,,,100%,Very Large (50 students or more),3.13,Undergraduate
201402,CS 4540,A,28524,"Venkateswaran,H",42%,25%,,8%,,,,,,,25%,100%,Small (10-20 students),3.33,Undergraduate
201402,CS 4590,A,22988,"Coleman,Maribeth Gandy",28%,36%,16%,8%,3%,2%,,3%,,,3%,100%,Very Large (50 students or more),2.84,Undergraduate
201402,CS 4605,A,27859,"Starner,Thad E",64%,30%,,,,,,5%,,,2%,100%,Large (31-49 students),3.68,Undergraduate
201402,CS 4641,GR,30120,"Isbell Jr,Charles Lee",33%,33%,,,,,,7%,7%,13%,7%,100%,Small (10-20 students),3.50,Undergraduate
201402,CS 4641,A,21371,"Isbell Jr,Charles Lee",52%,24%,3%,1%,1%,1%,,1%,,,16%,100%,Very Large (50 students or more),3.51,Undergraduate
201402,CS 4660,A,25560,"Morrison,Briana Baker",50%,45%,3%,,,,,,,,3%,100%,Large (31-49 students),3.49,Undergraduate
201402,CS 4675,A,27758,"Liu,Ling",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4698,C11,29139,"Chau,Duen Horng",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4698,E08,30066,"Eisenstein,Jacob R",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4698,G03,30682,"Guzdial,Mark",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4698,R02,21821,"Ramachandran,Umakishore",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4698,S06,22645,"Starner,Thad E",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4698,T05,25274,"Thomaz,Andrea Lockerd",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4699,B03,30857,"Bobick,Aaron",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,CS 4699,B09,24638,"Best,Michael L",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,C04,27459,"Clark,Russell J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,D04,21820,"Dellaert,Frank",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,F04,30829,"Foley,James D",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,G03,29175,"Guzdial,Mark",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,H06,27668,"Hamilton,Harley John",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,K10,30680,"Kunda,Maithilee",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,M14,26746,"Mazalek,Alexandra",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,N05,28817,"Naik,Mayur Hiru",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,R02,21823,"Ramachandran,Umakishore",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,R12,25273,"Riedl,Mark O",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,S16,25824,"Stilman,Michael",,,,,,,,,,,100%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4699,T07,30419,"Traynor,Patrick Gerard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,V03,30681,"Vigoda,Eric Joseph",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,Z01,22530,"Zegura,Ellen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,A06,24635,"Arkin,Ronald C",,50%,,,,50%,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,CS 4699,I01,21824,"Isbell Jr,Charles Lee",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,O02,25069,"Orso,Alessandro",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,R04,21771,"Rossignac,Jaroslaw R",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,E03,22668,"Essa,Irfan A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,G02,23435,"Goel,Ashok K",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4699,T05,24634,"Thomaz,Andrea Lockerd",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4731,A,25574,"Magerko,Brian S",54%,30%,4%,,4%,,,,,,7%,100%,Large (31-49 students),3.40,Undergraduate
201402,CS 4742,TM,30087,"Subramanian,Ravi",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4770,A,30294,"Bolter,Jay D",33%,33%,33%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,CS 4803,PPL,28153,"Anton,Ana I",,,,,,,,,,,100%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,CS 4803,GS2,29794,"MacIntyre,Blair",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4803,IBI,29555,"Rehg,James Matthew",80%,,,,,,,,,,20%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4901,A,30758,"Guzdial,Mark",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,CS 4901,G03,30757,"Guzdial,Mark",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4901,IP,23376,"Guzdial,Mark",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,CS 4903,R04,30771,"Rossignac,Jaroslaw R",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,CS 4903,Z01,30772,"Zegura,Ellen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4903,S15,24627,"Stallworth,Cedric T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,CS 4903,UTA,20133,"Leahy,William",100%,,,,,,,,,,,100%,Very Large (50 students or more),4.00,Undergraduate
201402,CS 4911,B,24849,"Simpkins,Christopher L",95%,,,,5%,,,,,,,100%,Large (31-49 students),3.80,Undergraduate
201402,CS 4911,A,22245,"Omojokun,Olufisayo A",85%,9%,2%,,4%,,,,,,,100%,Large (31-49 students),3.70,Undergraduate
201402,CS 4912,A,29308,"Rutledge,Richard Larry",68%,26%,,,,,,,,,5%,100%,Small (10-20 students),3.72,Undergraduate
